master_list_code	master_list_celltype	master_list_code_combined	Cell type/tissue	source	experiment	URL	comments
DS11202	CD34	CD34-DS11202	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01492_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01517_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS18522	H9_P42	H9_P42-DS18522	H9	ROADMAP	ChromatinAccessibility		
DS11666	CD34	CD34-DS11666	Mobilized_CD34_Primary_Cells	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01549.fc.signal.bigwig	
DS11666	CD34	CD34-DS11666	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS11666	CD34	CD34-DS11666	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01492_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01517_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS20383	Heart	Heart-DS20383	Heart	ROADMAP	ChromatinAccessibility		
DS12274	CD34	CD34-DS12274	Mobilized_CD34_Primary_Cells	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01549.fc.signal.bigwig	
DS12274	CD34	CD34-DS12274	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS12274	CD34	CD34-DS12274	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01492_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01517_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS11759	IMR90	IMR90-DS11759	IMR90	ROADMAP	ChromatinAccessibility		
DS12336	CD34	CD34-DS12336	Mobilized_CD34_Primary_Cells	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01549.fc.signal.bigwig	
DS12336	CD34	CD34-DS12336	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS12336	CD34	CD34-DS12336	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01492_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01517_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS11764	IMR90	IMR90-DS11764	IMR90	ROADMAP	ChromatinAccessibility		
DS12339	CD34	CD34-DS12339	Mobilized_CD34_Primary_Cells	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01549.fc.signal.bigwig	
DS12339	CD34	CD34-DS12339	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS12339	CD34	CD34-DS12339	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01492_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01517_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS13219	IMR90	IMR90-DS13219	IMR90	ROADMAP	ChromatinAccessibility		
DS12734	CD34	CD34-DS12734	Mobilized_CD34_Primary_Cells	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01549.fc.signal.bigwig	
DS12734	CD34	CD34-DS12734	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS12734	CD34	CD34-DS12734	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01492_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01517_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS13229	IMR90	IMR90-DS13229	IMR90	ROADMAP	ChromatinAccessibility		
DS12771	CD34	CD34-DS12771	Mobilized_CD34_Primary_Cells	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01549.fc.signal.bigwig	
DS12771	CD34	CD34-DS12771	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS12771	CD34	CD34-DS12771	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01492_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01517_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
DS15153	iPS_19_11	iPS_19_11-DS15153	iPS_DF_19_11	ROADMAP	ChromatinAccessibility		
